hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,64,2017,July,30,28,1,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,119.33,0,1,Check-Out,2017-07-31
City Hotel,0,123,2017,May,19,8,1,4,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,129.6,0,1,Check-Out,2017-05-13
City Hotel,1,15,2016,January,4,23,1,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0,0,Canceled,2016-01-08
City Hotel,0,61,2016,September,36,3,2,2,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,42.0,,0,Transient,115.25,1,1,Check-Out,2016-09-07
City Hotel,0,141,2015,September,39,20,1,0,1,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,80.0,0,0,Check-Out,2015-09-21
City Hotel,0,0,2015,November,46,14,0,1,3,0.0,0,BB,CHL,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Contract,107.0,0,2,Check-Out,2015-11-15
Resort Hotel,0,3,2015,November,47,16,1,3,1,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,38.0,0,0,Check-Out,2015-11-20
City Hotel,0,30,2017,January,1,2,1,3,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.4,0,3,Check-Out,2017-01-06
City Hotel,1,52,2016,March,10,5,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,78.3,0,0,Canceled,2016-01-16
City Hotel,0,11,2017,May,21,23,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,159.0,,0,Transient,130.0,0,0,Check-Out,2017-05-24
City Hotel,1,176,2016,September,38,15,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,97.71,0,0,Canceled,2016-03-25
City Hotel,0,9,2016,January,3,15,1,2,1,0.0,0,BB,ECU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,82.0,0,2,Check-Out,2016-01-18
City Hotel,0,41,2015,August,33,12,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-08-14
Resort Hotel,1,41,2017,January,3,17,0,2,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,D,1,No Deposit,,,0,Transient-Party,55.0,0,0,No-Show,2017-01-17
City Hotel,0,12,2016,January,3,10,2,1,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,63.37,0,0,Check-Out,2016-01-13
Resort Hotel,0,2,2016,April,18,26,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,84.5,1,1,Check-Out,2016-04-30
City Hotel,0,114,2017,June,26,29,0,3,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,171.0,0,0,Check-Out,2017-07-02
Resort Hotel,0,0,2015,August,33,14,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240.0,,0,Transient,120.6,0,0,Check-Out,2015-08-15
Resort Hotel,0,136,2017,February,6,11,2,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,314.0,,0,Transient,39.44,0,0,Check-Out,2017-02-17
Resort Hotel,0,72,2016,April,15,9,2,5,1,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,96.0,,0,Transient-Party,35.1,0,0,Check-Out,2016-04-16
City Hotel,0,134,2017,February,8,25,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,30.0,,0,Transient-Party,0.0,0,0,Check-Out,2017-02-26
City Hotel,1,181,2016,May,19,5,2,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,26.0,,42,Transient,90.0,0,0,Canceled,2015-12-18
Resort Hotel,1,14,2016,August,35,26,2,5,2,1.0,0,BB,ESP,Direct,Direct,0,0,0,C,C,0,No Deposit,250.0,,0,Transient,209.86,0,1,Canceled,2016-08-18
Resort Hotel,1,124,2017,April,15,9,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,492.0,,0,Transient,80.0,0,0,Canceled,2017-02-28
City Hotel,0,274,2017,April,16,22,1,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.8,0,3,Check-Out,2017-04-24
Resort Hotel,1,27,2016,November,45,2,2,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,37.8,0,2,Canceled,2016-10-07
City Hotel,1,157,2016,August,36,31,0,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,B,B,4,No Deposit,9.0,,0,Transient,108.66,0,0,Canceled,2016-08-11
Resort Hotel,0,42,2016,April,16,15,1,2,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,127.0,1,0,Check-Out,2016-04-18
City Hotel,1,217,2017,April,15,11,0,3,2,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,133.2,0,1,Canceled,2016-09-25
City Hotel,1,114,2016,July,27,1,1,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,192.0,,0,Transient,75.0,0,0,Canceled,2016-03-29
Resort Hotel,0,156,2017,May,19,8,2,5,1,0.0,0,HB,IRL,Groups,TA/TO,0,0,0,A,A,0,No Deposit,434.0,,0,Transient-Party,60.0,0,0,Check-Out,2017-05-15
Resort Hotel,0,50,2016,December,51,15,0,1,3,1.0,0,BB,EST,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,99.0,1,0,Check-Out,2016-12-16
Resort Hotel,0,31,2015,November,45,2,5,10,2,0.0,0,BB,AUS,Corporate,Corporate,0,0,0,E,E,5,No Deposit,185.0,281.0,0,Transient-Party,52.2,0,0,Check-Out,2015-11-17
City Hotel,0,42,2016,August,36,30,0,4,3,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,142.2,0,2,Check-Out,2016-09-03
City Hotel,1,247,2016,October,44,28,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,110.0,0,0,Canceled,2016-03-15
City Hotel,1,85,2016,January,4,22,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,29.0,,0,Transient,75.0,0,0,Canceled,2015-12-02
City Hotel,0,116,2017,May,19,11,0,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,120.0,0,1,Check-Out,2017-05-14
City Hotel,0,185,2016,October,42,10,1,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,113.4,0,2,Check-Out,2016-10-14
City Hotel,0,136,2016,June,24,9,0,3,2,0.0,0,BB,CHE,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,103.68,0,2,Check-Out,2016-06-12
City Hotel,0,41,2016,December,53,27,2,5,2,0.0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,220.0,,0,Transient-Party,69.29,0,0,Check-Out,2017-01-03
City Hotel,0,10,2015,August,34,18,0,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,81.0,0,2,Check-Out,2015-08-21
City Hotel,1,317,2016,September,38,15,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,0,Transient,120.0,0,0,Canceled,2016-02-09
Resort Hotel,0,223,2017,July,30,27,2,3,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,112.7,0,0,Check-Out,2017-08-01
City Hotel,1,34,2016,March,12,18,0,2,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,162.45,0,0,Canceled,2016-02-13
City Hotel,0,13,2016,September,40,25,2,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,129.0,0,2,Check-Out,2016-09-28
City Hotel,0,27,2017,June,23,5,1,3,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,1,Check-Out,2017-06-09
Resort Hotel,0,52,2016,October,44,25,0,4,1,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,66.0,0,2,Check-Out,2016-10-29
Resort Hotel,0,7,2016,April,15,6,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,4,A,D,0,No Deposit,,380.0,0,Transient,42.0,0,0,Check-Out,2016-04-08
City Hotel,1,102,2015,October,42,16,0,2,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,0,Transient-Party,80.0,0,0,Canceled,2015-07-06
City Hotel,1,19,2015,October,41,6,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,1,0,A,A,0,Non Refund,82.0,,0,Transient,80.0,0,0,Canceled,2015-09-17
City Hotel,0,15,2017,June,23,7,0,2,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,484.0,,0,Transient-Party,130.0,0,0,Check-Out,2017-06-09
City Hotel,0,12,2015,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,85.67,0,0,Check-Out,2015-10-28
City Hotel,1,166,2016,August,32,2,1,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,72.25,0,0,Canceled,2016-02-19
Resort Hotel,0,5,2015,August,33,9,2,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,192.5,0,1,Check-Out,2015-08-11
City Hotel,1,323,2015,September,36,5,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-06
City Hotel,1,121,2017,July,26,1,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,135.0,0,0,Canceled,2017-04-19
Resort Hotel,1,319,2016,October,43,21,2,5,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241.0,,0,Transient,78.31,0,0,Canceled,2016-09-17
Resort Hotel,0,7,2017,April,14,5,0,1,1,0.0,0,BB,PRT,Corporate,Direct,1,0,1,A,E,0,No Deposit,,178.0,0,Transient,48.0,0,1,Check-Out,2017-04-06
Resort Hotel,0,3,2016,March,11,7,1,0,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Group,105.0,0,1,Check-Out,2016-03-08
City Hotel,1,18,2017,February,5,4,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,90.86,0,0,Canceled,2017-01-17
Resort Hotel,1,112,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,68.0,0,0,Canceled,2016-02-05
City Hotel,1,276,2015,July,30,20,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Contract,62.0,0,0,Canceled,2015-01-01
City Hotel,0,1,2016,January,5,27,0,2,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,10.0,,0,Transient,71.7,0,0,Check-Out,2016-01-29
City Hotel,1,30,2015,August,32,8,2,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,86.0,0,0,Canceled,2015-08-01
City Hotel,0,220,2016,June,23,4,2,1,1,0.0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,61.67,0,0,Check-Out,2016-06-07
City Hotel,1,104,2016,July,29,16,2,4,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.2,0,0,Canceled,2016-06-12
City Hotel,0,20,2015,November,46,11,2,5,1,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,68.85,0,1,Check-Out,2015-11-18
Resort Hotel,0,5,2016,October,43,19,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,7,A,A,1,No Deposit,,380.0,0,Transient,45.0,0,0,Check-Out,2016-10-20
City Hotel,0,24,2016,September,39,18,2,1,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,95.0,0,0,Check-Out,2016-09-21
City Hotel,0,3,2016,November,49,29,0,2,1,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,90.0,0,0,Check-Out,2016-12-01
City Hotel,1,75,2016,October,45,30,2,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,20.0,,0,Transient,105.0,0,0,Canceled,2016-10-17
City Hotel,1,51,2016,May,22,27,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,4,No Deposit,9.0,,0,Transient,158.0,0,0,Canceled,2016-05-10
City Hotel,1,98,2015,November,48,23,1,2,1,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,84.0,0,0,Canceled,2015-11-18
Resort Hotel,0,364,2016,October,42,12,1,4,1,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,,223.0,0,Transient-Party,60.0,0,0,Check-Out,2016-10-17
City Hotel,1,6,2016,August,33,7,1,0,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,171.0,0,2,No-Show,2016-08-07
City Hotel,0,122,2017,May,19,11,0,2,1,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,117.0,0,0,Check-Out,2017-05-13
City Hotel,0,189,2017,April,14,6,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,88.4,0,0,Check-Out,2017-04-11
City Hotel,1,106,2017,May,19,11,2,3,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,141.3,0,0,Canceled,2017-05-01
Resort Hotel,0,124,2017,July,30,23,4,6,2,0.0,0,Undefined,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,158.85,0,2,Check-Out,2017-08-02
City Hotel,1,26,2017,April,17,28,2,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,128.5,0,1,Canceled,2017-04-03
Resort Hotel,0,126,2017,July,28,12,0,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,120.0,0,1,Check-Out,2017-07-15
City Hotel,0,144,2016,June,25,15,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9.0,,0,Transient,140.4,0,2,Check-Out,2016-06-17
City Hotel,0,16,2017,March,11,15,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,214.0,,0,Transient,71.67,0,2,Check-Out,2017-03-18
Resort Hotel,0,4,2016,February,9,26,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,29.0,0,1,Check-Out,2016-02-27
City Hotel,0,20,2017,June,25,20,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,4,A,A,1,No Deposit,,40.0,0,Transient,67.0,1,1,Check-Out,2017-06-23
City Hotel,0,14,2015,December,49,2,0,3,1,0.0,0,BB,GRC,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,95.0,0,0,Check-Out,2015-12-05
Resort Hotel,0,11,2015,August,35,29,2,3,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,140.4,1,2,Check-Out,2015-09-03
City Hotel,0,2,2016,March,14,28,1,3,1,0.0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,91.5,0,1,Check-Out,2016-04-01
City Hotel,0,19,2017,May,20,15,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,170.0,0,0,Check-Out,2017-05-19
City Hotel,1,297,2015,August,33,10,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-02
City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,37.0,,0,Transient,75.0,0,0,Canceled,2016-01-06
City Hotel,1,147,2017,July,26,1,2,3,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,116.1,0,0,Canceled,2017-04-18
Resort Hotel,0,1,2016,November,49,29,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,43.0,0,1,Check-Out,2016-11-30
City Hotel,1,65,2015,September,37,12,2,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,86.0,0,0,Canceled,2015-08-28
Resort Hotel,0,0,2016,April,18,24,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,,,0,Transient,116.0,1,0,Check-Out,2016-04-25
City Hotel,1,42,2016,April,18,25,1,3,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,175.28,0,0,Canceled,2016-03-20
City Hotel,1,234,2016,June,26,24,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,65.0,0,0,Canceled,2016-02-05
City Hotel,1,304,2015,August,34,17,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-02
City Hotel,1,60,2015,October,44,25,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,89.25,0,2,Canceled,2015-08-26
City Hotel,0,20,2017,June,22,1,0,3,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,243.33,0,1,Check-Out,2017-06-04
Resort Hotel,1,273,2017,June,25,24,2,6,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,81.76,0,1,Canceled,2017-04-20
Resort Hotel,0,151,2016,July,31,25,1,2,3,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,261.0,,0,Transient,171.18,0,2,Check-Out,2016-07-28
Resort Hotel,0,247,2017,June,25,22,1,3,2,0.0,0,HB,HUN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient-Party,108.9,0,0,Check-Out,2017-06-26
City Hotel,1,177,2017,July,27,3,1,1,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.1,0,0,Canceled,2017-03-22
Resort Hotel,0,139,2016,June,24,9,2,4,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,339.0,,0,Transient,90.0,0,1,Check-Out,2016-06-15
Resort Hotel,0,2,2016,May,20,11,0,1,1,0.0,0,BB,PRT,Direct,Direct,1,0,3,A,A,3,No Deposit,,,0,Transient,63.0,0,1,Check-Out,2016-05-12
Resort Hotel,0,118,2016,July,30,20,2,5,3,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,241.0,,0,Transient,142.64,0,2,Check-Out,2016-07-27
City Hotel,0,213,2016,October,40,1,2,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,102.85,0,2,Check-Out,2016-10-05
City Hotel,0,1,2015,August,32,4,0,2,1,0.0,0,BB,PRT,Corporate,Direct,0,0,0,A,A,1,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2015-08-06
City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,37.0,,0,Transient,75.0,0,0,Canceled,2016-01-06
Resort Hotel,1,49,2016,March,13,25,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,76.75,0,0,Canceled,2016-03-23
City Hotel,0,159,2016,April,15,9,1,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,3.0,,0,Transient-Party,65.0,0,0,Check-Out,2016-04-11
Resort Hotel,0,3,2016,December,50,6,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,9,A,D,0,No Deposit,,269.0,0,Transient,30.0,0,0,Check-Out,2016-12-07
Resort Hotel,0,2,2016,February,7,13,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,65.0,0,1,Check-Out,2016-02-14
City Hotel,0,227,2017,June,25,20,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,130.5,0,3,Check-Out,2017-06-23
City Hotel,1,186,2017,May,22,30,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,0,Transient,130.0,0,0,Canceled,2016-11-25
City Hotel,1,317,2016,September,38,15,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,0,Transient,120.0,0,0,Canceled,2016-02-09
City Hotel,0,6,2016,February,8,20,1,1,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,120.0,1,3,Check-Out,2016-02-22
Resort Hotel,0,85,2015,October,42,14,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,70.2,0,2,Check-Out,2015-10-21
City Hotel,1,7,2016,February,9,26,0,2,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,0.0,0,2,Canceled,2016-02-23
City Hotel,1,9,2016,April,17,22,1,2,2,1.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,149.0,0,0,Canceled,2016-04-14
City Hotel,1,277,2016,November,46,7,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,100.0,0,0,Canceled,2016-04-04
Resort Hotel,1,175,2017,August,35,28,1,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,Refundable,240.0,,0,Transient,230.0,0,2,Canceled,2017-08-26
City Hotel,0,4,2017,January,2,10,0,2,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,405.0,0,Transient-Party,70.0,0,0,Check-Out,2017-01-12
City Hotel,1,235,2017,May,21,26,1,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,1,Canceled,2017-01-05
City Hotel,0,209,2016,August,32,5,1,2,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,105.3,1,1,Check-Out,2016-08-08
City Hotel,1,32,2016,July,28,3,2,2,2,1.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,152.1,0,0,Canceled,2016-06-25
City Hotel,0,103,2016,May,19,4,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,154.0,,0,Transient-Party,80.0,0,0,Check-Out,2016-05-07
City Hotel,1,37,2017,January,4,25,2,7,1,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,63.71,0,0,Canceled,2017-01-02
Resort Hotel,0,169,2016,March,14,31,1,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,1,Refundable,,223.0,0,Transient-Party,66.0,0,0,Check-Out,2016-04-04
City Hotel,0,43,2016,August,35,22,1,4,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,152.1,0,0,Check-Out,2016-08-27
Resort Hotel,0,0,2017,January,1,4,0,0,2,0.0,0,BB,PRT,Direct,TA/TO,1,0,2,A,D,1,No Deposit,,,0,Transient,0.0,0,0,Check-Out,2017-01-04
Resort Hotel,1,2,2016,October,42,12,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,94.0,0,Transient,39.0,0,0,Canceled,2016-10-10
City Hotel,0,0,2016,November,46,9,0,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,85.0,,0,Transient,0.0,0,0,Check-Out,2016-11-09
City Hotel,1,94,2017,April,17,28,1,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,0,Canceled,2017-02-08
City Hotel,1,65,2016,May,22,23,1,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,14.0,,0,Transient-Party,85.0,0,0,No-Show,2016-05-23
City Hotel,0,47,2015,November,46,11,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,,40.0,0,Transient,65.0,0,1,Check-Out,2015-11-13
City Hotel,0,45,2016,June,24,8,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,128.4,0,1,Check-Out,2016-06-11
